datetime,discharge,flag
2018-08-24,123.0,A
2018-08-25,135.0,A
2018-08-26,182.0,A
2018-08-27,95.3,A
2018-08-28,49.7,A
2018-08-29,32.4,A
2018-08-30,19.5,A
2018-08-31,15.5,A
2018-09-01,13.1,A
2018-09-02,37.4,A
2018-09-03,69.2,A
2018-09-04,47.7,A
2018-09-05,31.6,A
2018-09-06,18.0,A
2018-09-07,13.4,A
2018-09-08,11.6,A
2018-09-09,10.0,A
2018-09-10,9.06,A
2018-09-11,8.35,A
2018-09-12,10.6,A
2018-09-13,228.0,A
2018-09-14,35.2,A
2018-09-15,21.4,A
2018-09-16,16.3,A
2018-09-17,12.3,A
2018-09-18,10.9,A
2018-09-19,9.68,A
2018-09-20,8.88,A
2018-09-21,7.98,A
2018-09-22,7.27,A
2018-09-23,7.06,A
2018-09-24,7.04,A
2018-09-25,6.78,A
2018-09-26,6.05,A
2018-09-27,31.9,A
2018-09-28,341.0,A
2018-09-29,58.3,A
2018-09-30,28.3,A
