datetime,discharge,flag
2018-07-31,81.5,A
2018-08-01,68.0,A
2018-08-02,48.9,A
2018-08-03,70.1,A
2018-08-04,293.0,A
2018-08-05,289.0,A
2018-08-06,82.7,A
2018-08-07,55.7,A
2018-08-08,49.9,A
2018-08-09,108.0,A
2018-08-10,300.0,A
2018-08-11,83.6,A
2018-08-12,91.9,A
2018-08-13,53.8,A
2018-08-14,44.7,A
2018-08-15,65.9,A
2018-08-16,91.2,A
2018-08-17,68.6,A
2018-08-18,700.0,A
2018-08-19,156.0,A
2018-08-20,76.2,A
2018-08-21,59.2,A
2018-08-22,2230.0,A
2018-08-23,10600.0,A
2018-08-24,4800.0,A
2018-08-25,878.0,A
2018-08-26,387.0,A
2018-08-27,153.0,A
2018-08-28,265.0,A
2018-08-29,232.0,A
2018-08-30,122.0,A
2018-08-31,72.8,A
2018-09-01,55.3,A
2018-09-02,45.6,A
2018-09-03,85.3,A
2018-09-04,75.7,A
2018-09-05,53.8,A
2018-09-06,39.6,A
2018-09-07,34.2,A
2018-09-08,30.6,A
2018-09-09,27.8,A
2018-09-10,25.6,A
2018-09-11,22.7,A
2018-09-12,22.6,A
2018-09-13,694.0,A
2018-09-14,209.0,A
2018-09-15,455.0,A
2018-09-16,142.0,A
2018-09-17,74.5,A
2018-09-18,102.0,A
2018-09-19,484.0,A
2018-09-20,176.0,A
2018-09-21,68.8,A
2018-09-22,51.3,A
2018-09-23,41.6,A
2018-09-24,68.3,A
2018-09-25,87.4,A
2018-09-26,46.7,A
2018-09-27,38.4,A
2018-09-28,31.9,A
2018-09-29,37.9,A
2018-09-30,35.1,A
