elev
282.8757019
321.2843323
295.5238037
300.8861694
346.1323242
345.4937744
333.5948486
329.8594055
324.548584
310.2019043
307.561676
291.5202942
289.2173462
277.3347473
273.6958008
270.8690186
263.9571838
257.9767761
247.765686
240.4042969
300.872467
244.8368988
