datetime,discharge,flag,precip
2011-11-05,417.0,A,2.6
2011-11-06,406.0,A,0.0
2011-11-07,395.0,A,10.2
2011-11-08,392.0,A,0.0
2011-11-09,386.0,A,0.0
2011-11-10,380.0,A,2.6
2011-11-11,385.0,A,23.0
2011-11-12,455.0,A,33.2
2011-11-13,586.0,A,12.8
2011-11-14,627.0,A,17.9
2011-11-15,620.0,A,2.6
2011-11-16,554.0,A,46.0
2011-11-17,1920.0,A,71.5
2011-11-18,1080.0,A,30.6
2011-11-19,792.0,A,17.9
2011-11-20,660.0,A,2.6
2011-11-21,643.0,A,28.1
2011-11-22,2350.0,A,35.8
2011-11-23,2240.0,A,30.6
2011-11-24,1580.0,A,33.2
2011-11-25,1540.0,A,10.2
2011-11-26,1080.0,A,10.2
2011-11-27,1060.0,A,20.4
2011-11-28,1180.0,A,7.7
2011-11-29,945.0,A,7.7
2011-11-30,913.0,A,10.2
2011-12-01,806.0,A,7.7
2011-12-02,731.0,A,0.0
2011-12-03,667.0,A,7.7
2011-12-04,624.0,A,0.0
2011-12-05,584.0,A,2.6
2011-12-06,557.0,A,5.1
2011-12-07,537.0,A,0.0
2011-12-08,518.0,A,2.6
2011-12-09,508.0,A,0.0
2011-12-10,492.0,A,0.0
2011-12-11,480.0,A,0.0
2011-12-12,464.0,A,0.0
2011-12-13,447.0,A,7.7
2011-12-14,446.0,A,2.6
2011-12-15,445.0,A,15.3
2011-12-16,439.0,A,12.8
2011-12-17,433.0,A,2.6
2011-12-18,433.0,A,0.0
2011-12-19,425.0,A,10.2
2011-12-20,419.0,A,2.6
2011-12-21,415.0,A,0.0
2011-12-22,401.0,A,0.0
2011-12-23,403.0,A,2.6
2011-12-24,400.0,A,15.3
2011-12-25,418.0,A,28.1
2011-12-26,426.0,A,15.3
2011-12-27,480.0,A,48.5
2011-12-28,5020.0,A,137.9
2011-12-29,5690.0,A,51.1
2011-12-30,7930.0,A,76.6
2011-12-31,3730.0,A,5.1
2012-01-01,2230.0,A,0.0
2012-01-02,1680.0,A,10.2
2012-01-03,1730.0,A,2.6
2012-01-04,1450.0,A,17.9
2012-01-05,1600.0,A,17.9
2012-01-06,1350.0,A,2.6
2012-01-07,1180.0,A,0.0
2012-01-08,1060.0,A,5.1
2012-01-09,981.0,A,0.0
2012-01-10,921.0,A,7.7
2012-01-11,844.0,A,0.0
2012-01-12,785.0,A,10.2
2012-01-13,759.0,A,0.0
2012-01-14,749.0,A,28.1
2012-01-15,731.0,A,33.2
2012-01-16,696.0,A,25.5
2012-01-17,708.0,A,99.6
2012-01-18,875.0,A,114.9
2012-01-19,3890.0,A,171.1
2012-01-20,4610.0,A,23.0
2012-01-21,3590.0,A,51.1
2012-01-22,2550.0,A,7.7
2012-01-23,2020.0,A,15.3
2012-01-24,2130.0,A,53.6
2012-01-25,5080.0,A,23.0
2012-01-26,4270.0,A,25.5
2012-01-27,2990.0,A,0.0
2012-01-28,2200.0,A,2.6
2012-01-29,2200.0,A,33.2
2012-01-30,4190.0,A,17.9
2012-01-31,2900.0,A,2.6
2012-02-01,2490.0,A,25.5
2012-02-02,2090.0,A,2.6
2012-02-03,1810.0,A,5.1
2012-02-04,1610.0,A,0.0
2012-02-05,1430.0,A,2.6
2012-02-06,1300.0,A,0.0
2012-02-07,1200.0,A,0.0
2012-02-08,1130.0,A,5.1
2012-02-09,1130.0,A,5.1
2012-02-10,1140.0,A,12.8
2012-02-11,1240.0,A,2.6
2012-02-12,1130.0,A,0.0
2012-02-13,1070.0,A,7.7
2012-02-14,1030.0,A,23.0
2012-02-15,980.0,A,2.6
2012-02-16,940.0,A,0.0
2012-02-17,978.0,A,35.8
2012-02-18,1260.0,A,35.8
2012-02-19,1110.0,A,17.9
2012-02-20,1100.0,A,17.9
2012-02-21,1650.0,A,30.6
2012-02-22,4280.0,A,48.5
2012-02-23,3040.0,A,5.1
2012-02-24,2130.0,A,20.4
2012-02-25,2050.0,A,71.5
2012-02-26,1690.0,A,12.8
2012-02-27,1510.0,A,0.0
2012-02-28,1370.0,A,10.2
2012-02-29,1320.0,A,46.0
2012-03-01,1220.0,A,25.5
2012-03-02,1130.0,A,10.2
2012-03-03,1180.0,A,5.1
2012-03-04,1210.0,A,0.0
2012-03-05,1300.0,A,30.6
2012-03-06,1310.0,A,12.8
2012-03-07,1190.0,A,0.0
2012-03-08,1110.0,A,0.0
2012-03-09,1090.0,A,0.0
2012-03-10,1150.0,A,12.8
2012-03-11,1280.0,A,25.5
2012-03-12,1220.0,A,15.3
2012-03-13,1330.0,A,30.6
2012-03-14,1220.0,A,48.5
2012-03-15,2620.0,A,61.3
2012-03-16,3820.0,A,25.5
2012-03-17,2570.0,A,12.8
2012-03-18,1960.0,A,12.8
2012-03-19,1640.0,A,7.7
2012-03-20,1810.0,A,81.7
2012-03-21,1880.0,A,48.5
2012-03-22,1640.0,A,7.7
2012-03-23,1460.0,A,0.0
2012-03-24,1370.0,A,0.0
2012-03-25,1340.0,A,0.0
2012-03-26,1280.0,A,2.6
2012-03-27,1270.0,A,2.6
2012-03-28,1300.0,A,5.1
2012-03-29,1620.0,A,107.3
2012-03-30,6310.0,A,74.1
2012-03-31,4520.0,A,12.8
2012-04-01,3210.0,A,30.6
2012-04-02,2490.0,A,0.0
2012-04-03,2120.0,A,5.1
2012-04-04,1880.0,A,10.2
2012-04-05,1680.0,A,2.6
2012-04-06,1510.0,A,5.1
2012-04-07,1390.0,A,0.0
2012-04-08,1320.0,A,0.0
2012-04-09,1290.0,A,0.0
2012-04-10,1300.0,A,0.0
2012-04-11,1380.0,A,2.6
2012-04-12,1420.0,A,5.1
2012-04-13,1340.0,A,0.0
2012-04-14,1270.0,A,0.0
2012-04-15,1250.0,A,0.0
2012-04-16,1680.0,A,71.5
2012-04-17,1840.0,A,5.1
2012-04-18,1760.0,A,12.8
2012-04-19,1790.0,A,79.2
2012-04-20,2740.0,A,5.1
2012-04-21,2610.0,A,0.0
2012-04-22,2540.0,A,0.0
2012-04-23,2850.0,A,0.0
2012-04-24,3070.0,A,0.0
2012-04-25,2790.0,A,12.8
2012-04-26,2780.0,A,30.6
2012-04-27,2330.0,A,5.1
2012-04-28,1960.0,A,0.0
2012-04-29,1810.0,A,0.0
2012-04-30,2310.0,A,38.3
2012-05-01,2390.0,A,30.6
2012-05-02,2030.0,A,2.6
2012-05-03,2220.0,A,40.9
2012-05-04,2360.0,A,33.2
2012-05-05,2060.0,A,0.0
2012-05-06,1780.0,A,0.0
2012-05-07,1640.0,A,0.0
2012-05-08,1620.0,A,0.0
2012-05-09,1660.0,A,0.0
2012-05-10,1500.0,A,0.0
2012-05-11,1390.0,A,0.0
2012-05-12,1320.0,A,0.0
2012-05-13,1340.0,A,0.0
2012-05-14,1470.0,A,0.0
2012-05-15,1680.0,A,0.0
2012-05-16,1720.0,A,0.0
2012-05-17,1540.0,A,0.0
2012-05-18,1370.0,A,0.0
2012-05-19,1250.0,A,0.0
2012-05-20,1220.0,A,0.0
2012-05-21,1320.0,A,23.0
2012-05-22,1670.0,A,35.8
2012-05-23,1670.0,A,23.0
2012-05-24,1730.0,A,0.0
2012-05-25,1480.0,A,0.0
2012-05-26,1320.0,A,0.0
2012-05-27,1240.0,A,0.0
2012-05-28,1210.0,A,0.0
2012-05-29,1140.0,A,0.0
2012-05-30,1060.0,A,0.0
2012-05-31,1100.0,A,0.0
2012-06-01,1220.0,A,7.7
2012-06-02,1460.0,A,17.9
2012-06-03,1300.0,A,0.0
2012-06-04,1350.0,A,30.6
2012-06-05,1550.0,A,23.0
2012-06-06,1300.0,A,0.0
2012-06-07,1260.0,A,25.5
2012-06-08,1390.0,A,20.4
2012-06-09,1440.0,A,0.0
2012-06-10,1250.0,A,0.0
2012-06-11,1150.0,A,0.0
2012-06-12,1120.0,A,15.3
2012-06-13,1260.0,A,5.1
2012-06-14,1140.0,A,0.0
2012-06-15,1030.0,A,0.0
2012-06-16,1010.0,A,0.0
2012-06-17,1180.0,A,20.4
2012-06-18,1270.0,A,30.6
2012-06-19,1120.0,A,0.0
2012-06-20,959.0,A,0.0
2012-06-21,914.0,A,0.0
2012-06-22,935.0,A,7.7
2012-06-23,997.0,A,10.2
2012-06-24,904.0,A,0.0
2012-06-25,832.0,A,0.0
2012-06-26,838.0,A,17.9
2012-06-27,809.0,A,0.0
2012-06-28,779.0,A,0.0
2012-06-29,820.0,A,0.0
2012-06-30,872.0,A,10.2
2012-07-01,920.0,A,5.1
2012-07-02,851.0,A,0.0
2012-07-03,846.0,A,25.5
2012-07-04,789.0,A,0.0
2012-07-05,729.0,A,0.0
2012-07-06,708.0,A,0.0
2012-07-07,719.0,A,0.0
2012-07-08,776.0,A,0.0
2012-07-09,828.0,A,0.0
2012-07-10,816.0,A,0.0
2012-07-11,741.0,A,0.0
2012-07-12,686.0,A,0.0
2012-07-13,646.0,A,0.0
2012-07-14,650.0,A,0.0
2012-07-15,658.0,A,2.6
2012-07-16,652.0,A,0.0
2012-07-17,609.0,A,0.0
2012-07-18,639.0,A,0.0
2012-07-19,617.0,A,5.1
2012-07-20,660.0,A,7.7
2012-07-21,633.0,A,0.0
2012-07-22,589.0,A,0.0
2012-07-23,554.0,A,0.0
2012-07-24,524.0,A,0.0
2012-07-25,528.0,A,0.0
2012-07-26,544.0,A,0.0
2012-07-27,558.0,A,0.0
2012-07-28,514.0,A,0.0
2012-07-29,493.0,A,0.0
2012-07-30,488.0,A,0.0
2012-07-31,482.0,A,0.0
2012-08-01,462.0,A,0.0
2012-08-02,458.0,A,0.0
2012-08-03,462.0,A,0.0
2012-08-04,457.0,A,0.0
2012-08-05,468.0,A,0.0
2012-08-06,502.0,A,0.0
2012-08-07,527.0,A,0.0
2012-08-08,519.0,A,0.0
2012-08-09,468.0,A,0.0
2012-08-10,425.0,A,0.0
2012-08-11,418.0,A,0.0
2012-08-12,419.0,A,0.0
2012-08-13,434.0,A,0.0
2012-08-14,417.0,A,0.0
2012-08-15,434.0,A,0.0
2012-08-16,427.0,A,0.0
2012-08-17,430.0,A,0.0
2012-08-18,453.0,A,0.0
2012-08-19,445.0,A,0.0
2012-08-20,442.0,A,0.0
2012-08-21,422.0,A,0.0
2012-08-22,406.0,A,0.0
2012-08-23,384.0,A,0.0
2012-08-24,364.0,A,0.0
2012-08-25,354.0,A,0.0
2012-08-26,365.0,A,0.0
2012-08-27,374.0,A,0.0
2012-08-28,389.0,A,0.0
2012-08-29,372.0,A,0.0
2012-08-30,353.0,A,0.0
2012-08-31,353.0,A,0.0
2012-09-01,347.0,A,0.0
2012-09-02,342.0,A,0.0
2012-09-03,343.0,A,0.0
2012-09-04,343.0,A,0.0
2012-09-05,347.0,A,0.0
2012-09-06,342.0,A,0.0
2012-09-07,336.0,A,0.0
2012-09-08,340.0,A,0.0
2012-09-09,358.0,A,0.0
2012-09-10,345.0,A,5.1
2012-09-11,333.0,A,0.0
2012-09-12,323.0,A,0.0
2012-09-13,317.0,A,0.0
2012-09-14,322.0,A,0.0
2012-09-15,331.0,A,0.0
2012-09-16,333.0,A,0.0
2012-09-17,324.0,A,0.0
2012-09-18,326.0,A,0.0
2012-09-19,332.0,A,0.0
2012-09-20,339.0,A,0.0
2012-09-21,352.0,A,0.0
2012-09-22,357.0,A,0.0
2012-09-23,346.0,A,0.0
2012-09-24,336.0,A,0.0
2012-09-25,346.0,A,0.0
2012-09-26,341.0,A,0.0
2012-09-27,340.0,A,0.0
2012-09-28,347.0,A,0.0
2012-09-29,358.0,A,0.0
2012-09-30,363.0,A,0.0
